timestamp,latitude,longitude,satelites,velocity,hdop,temperature,ph,turbidity,tds,depth,voltage
1761150541,,,,,,21.187000274658203,,,,23.637807846069336,13.180000305175781
1761150541,,,,,,21.187000274658203,,,,23.637807846069336,13.180000305175781
1761150541,,,,,,21.187000274658203,,,,23.948562622070312,13.180000305175781
1761150543,,,,,,21.25,,,,23.948562622070312,19.579999923706055
1761150543,,,,,,21.25,,,,23.948562622070312,13.180000305175781
1761150543,,,,,,21.25,,,,23.932207107543945,13.180000305175781
1761150545,,,,,,21.187000274658203,,,,23.932207107543945,19.579999923706055
1761150545,,,,,,21.187000274658203,,,,23.932207107543945,13.180000305175781
1761150545,51.39120101928711,17.485254287719727,11.0,1.19,0.524,21.187000274658203,,,,23.298431396484375,13.180000305175781
1761150547,51.39120101928711,17.485254287719727,11.0,1.19,0.524,21.187000274658203,,,,23.298431396484375,19.59000015258789
1761150547,51.39120101928711,17.485254287719727,11.0,1.19,0.524,21.187000274658203,,,,23.298431396484375,13.180000305175781
1761150547,51.83010482788086,17.614791870117188,3.0,1.55,0.775,21.187000274658203,,,,23.298431396484375,13.180000305175781
1761150549,51.83010482788086,17.614791870117188,3.0,1.55,0.775,21.187000274658203,,,,23.298431396484375,19.579999923706055
1761150549,51.83010482788086,17.614791870117188,3.0,1.55,0.775,21.187000274658203,,,,23.298431396484375,13.180000305175781
1761150549,51.66814422607422,17.284975051879883,7.0,0.18,0.869,21.25,,,,23.903583526611328,13.180000305175781
1761150551,51.66814422607422,17.284975051879883,7.0,0.18,0.869,21.25,,,,23.903583526611328,19.579999923706055
1761150551,51.66814422607422,17.284975051879883,7.0,0.18,0.869,21.25,,,,23.903583526611328,13.180000305175781
1761150551,51.12791061401367,17.956523895263672,10.0,1.55,0.4,21.25,,,,23.286163330078125,13.180000305175781
1761150553,51.12791061401367,17.956523895263672,10.0,1.55,0.4,21.25,,,,23.286163330078125,19.59000015258789
1761150553,51.12791061401367,17.956523895263672,10.0,1.55,0.4,21.25,,,,23.286163330078125,13.180000305175781
1761150553,51.05239486694336,17.503541946411133,12.0,0.19,0.759,21.187000274658203,,,,23.298431396484375,13.180000305175781
1761150555,51.05239486694336,17.503541946411133,12.0,0.19,0.759,21.25,,,,23.298431396484375,19.579999923706055
1761150555,51.05239486694336,17.503541946411133,12.0,0.19,0.759,21.25,,,,23.298431396484375,13.180000305175781
1761150555,51.24091339111328,17.296222686767578,7.0,1.54,0.016,21.187000274658203,,,,23.282073974609375,13.180000305175781
1761150557,51.24091339111328,17.296222686767578,7.0,1.54,0.016,21.25,,,,23.282073974609375,19.59000015258789
1761150557,51.24091339111328,17.296222686767578,7.0,1.54,0.016,21.25,,,,23.282073974609375,13.1899995803833
1761150557,51.74161911010742,17.271406173706055,9.0,1.78,0.92,21.25,,,,23.49469757080078,13.1899995803833
1761150559,51.74161911010742,17.271406173706055,9.0,1.78,0.92,21.25,,,,23.49469757080078,19.59000015258789
1761150559,51.74161911010742,17.271406173706055,9.0,1.78,0.92,21.25,,,,23.49469757080078,13.180000305175781
1761150559,51.06665802001953,17.981550216674805,5.0,1.57,0.994,21.187000274658203,,,,23.282073974609375,13.180000305175781
1761150561,51.06665802001953,17.981550216674805,5.0,1.57,0.994,21.187000274658203,,,,23.282073974609375,19.579999923706055
1761150561,51.06665802001953,17.981550216674805,5.0,1.57,0.994,21.187000274658203,,,,23.282073974609375,13.180000305175781
1761150561,51.64938735961914,17.30244255065918,1.0,1.61,0.885,21.187000274658203,,,,23.690963745117188,13.180000305175781
1761150563,51.64938735961914,17.30244255065918,1.0,1.61,0.885,21.187000274658203,,,,23.690963745117188,19.59000015258789
1761150563,51.64938735961914,17.30244255065918,1.0,1.61,0.885,21.187000274658203,,,,23.690963745117188,13.180000305175781
1761150563,51.99305725097656,17.300447463989258,9.0,0.19,0.59,21.25,,,,23.531496047973633,13.180000305175781
1761150565,51.99305725097656,17.300447463989258,9.0,0.19,0.59,21.25,,,,23.531496047973633,19.59000015258789
1761150565,51.99305725097656,17.300447463989258,9.0,0.19,0.59,21.25,,,,23.531496047973633,13.1899995803833
1761150565,51.18369674682617,17.235797882080078,5.0,1.57,0.923,21.187000274658203,,,,23.25754165649414,13.1899995803833
1761150567,51.18369674682617,17.235797882080078,5.0,1.57,0.923,21.187000274658203,,,,23.25754165649414,19.579999923706055
1761150567,51.18369674682617,17.235797882080078,5.0,1.57,0.923,21.187000274658203,,,,23.25754165649414,13.180000305175781
1761150567,51.05461502075195,17.794536590576172,12.0,0.4,0.18,21.25,,,,23.89131736755371,13.180000305175781
