timestamp,latitude,longitude,satelites,velocity,hdop,temperature,ph,turbidity,tds,depth,voltage
1761150869,,,,,,,,,,,13.15999984741211
1761150869,,,,,,,,,,,13.15999984741211
1761150871,,,,,,,,,,,13.15999984741211
1761150871,,,,,,,,,,24.157094955444336,13.15999984741211
1761150872,,,,,,,,,,24.157094955444336,13.170000076293945
1761150873,,,,,,,,,,24.157094955444336,19.56999969482422
1761150873,,,,,,21.187000274658203,,,,23.282073974609375,13.170000076293945
1761150874,,,,,,21.187000274658203,,,,23.282073974609375,13.180000305175781
1761150875,,,,,,21.187000274658203,,,,23.282073974609375,19.56999969482422
1761150875,51.374229431152344,17.14202308654785,4.0,0.81,0.03,21.125,,,,23.641895294189453,13.170000076293945
1761150876,51.374229431152344,17.14202308654785,4.0,0.81,0.03,21.125,,,,23.641895294189453,13.170000076293945
1761150877,51.374229431152344,17.14202308654785,4.0,0.81,0.03,21.125,,,,23.641895294189453,19.56999969482422
1761150877,51.66389846801758,17.873878479003906,12.0,1.82,0.052,21.125,,,,23.690963745117188,13.170000076293945
1761150878,51.66389846801758,17.873878479003906,12.0,1.82,0.052,21.125,,,,23.690963745117188,13.170000076293945
1761150879,51.66389846801758,17.873878479003906,12.0,1.82,0.052,21.125,,,,23.690963745117188,19.579999923706055
1761150879,51.020042419433594,17.111433029174805,2.0,0.78,0.408,21.187000274658203,,,,23.66642951965332,13.170000076293945
1761150880,51.020042419433594,17.111433029174805,2.0,0.78,0.408,21.187000274658203,,,,23.66642951965332,13.170000076293945
1761150881,51.020042419433594,17.111433029174805,2.0,0.78,0.408,21.187000274658203,,,,23.66642951965332,19.579999923706055
1761150881,51.933807373046875,17.725818634033203,5.0,0.37,0.829,21.187000274658203,,,,23.887229919433594,13.170000076293945
1761150882,51.933807373046875,17.725818634033203,5.0,0.37,0.829,21.187000274658203,,,,23.887229919433594,13.170000076293945
1761150883,51.933807373046875,17.725818634033203,5.0,0.37,0.829,21.187000274658203,,,,23.887229919433594,19.579999923706055
1761150883,51.127052307128906,17.07117462158203,8.0,0.02,0.374,21.187000274658203,,,,24.349271774291992,13.170000076293945
