timestamp,latitude,longitude,satelites,velocity,hdop,temperature,ph,turbidity,tds,depth,voltage,current
1761225842,,,,,,,,,,,,
1761225844,,,,,,,,,,688.129638671875,,53.63999938964844
1761225846,,,,,,20.937000274658203,,,,688.08056640625,17.25,53.63999938964844
1761225848,51.641639709472656,17.71205711364746,10.0,0.72,0.401,,,,,865.3089599609375,19.510000228881836,53.63999938964844
1761225850,51.661495208740234,17.5574951171875,1.0,0.96,0.007,20.937000274658203,,,,688.4854125976562,19.530000686645508,53.63999938964844
1761225852,51.015140533447266,17.228849411010742,12.0,0.38,0.769,20.937000274658203,,,,688.08056640625,19.530000686645508,53.560001373291016
1761225854,51.32009506225586,17.269649505615234,2.0,0.62,0.887,20.875,,,,688.51806640625,19.520000457763672,53.63999938964844
1761225856,51.529335021972656,17.458667755126953,3.0,0.26,0.958,,,,,688.5303344726562,19.530000686645508,53.63999938964844
1761225858,51.815181732177734,17.04949378967285,7.0,1.9,0.734,20.937000274658203,,,,688.534423828125,19.530000686645508,53.63999938964844
1761225860,51.65056228637695,17.045732498168945,12.0,0.9,0.971,,,,,687.2996215820312,19.530000686645508,53.63999938964844
1761225862,51.35588836669922,17.371753692626953,3.0,0.86,0.432,20.937000274658203,,,,688.47314453125,19.520000457763672,53.63999938964844
1761225864,51.848121643066406,17.911258697509766,11.0,0.91,0.551,20.937000274658203,,,,688.0928344726562,19.530000686645508,53.63999938964844
1761225866,51.23560333251953,17.768985748291016,1.0,0.54,0.561,20.937000274658203,,,,687.2914428710938,19.530000686645508,53.63999938964844
1761225868,51.73750686645508,17.58359718322754,10.0,0.8,0.563,20.937000274658203,,,,688.4772338867188,19.530000686645508,53.63999938964844
1761225870,51.46267318725586,17.629663467407227,10.0,0.9,0.193,20.937000274658203,,,,688.4608764648438,19.530000686645508,53.63999938964844
1761225872,51.7331657409668,17.631763458251953,12.0,0.72,0.735,20.937000274658203,,,,687.2669067382812,19.530000686645508,53.63999938964844
1761225874,51.623191833496094,17.88580894470215,3.0,1.26,0.892,20.875,,,,688.4608764648438,19.530000686645508,53.63999938964844
1761225876,51.435157775878906,17.490564346313477,12.0,1.64,0.256,20.937000274658203,,,,687.2587280273438,19.530000686645508,53.63999938964844
1761225878,51.43671798706055,17.452587127685547,2.0,0.17,0.512,20.937000274658203,,,,687.2423706054688,19.530000686645508,53.63999938964844
1761225880,51.100196838378906,17.01980972290039,11.0,0.9,0.938,20.937000274658203,,,,688.4608764648438,19.530000686645508,53.63999938964844
