timestamp,latitude,longitude,satelites,velocity,acceleration,temperature,ph,turbidity,tds,voltage
1752758479,,,,,,,,,,
1752758481,,,,,,,,,,
1752758483,51.12904357910156,17.04446029663086,11.0,0.30000001192092896,1.25,,,,,
1752758485,51.12904357910156,17.044462203979492,11.0,0.6399999856948853,1.25,,,,,
1752758487,51.12904357910156,17.04446029663086,11.0,0.3100000023841858,1.25,,,,,
1752758489,51.12904357910156,17.044458389282227,11.0,0.2800000011920929,1.25,,,,,
1752758491,51.12904357910156,17.044458389282227,11.0,0.2199999988079071,1.25,,,,,
1752758493,51.12904739379883,17.044456481933594,11.0,0.25999999046325684,1.25,,,,,
1752758495,51.12904357910156,17.044458389282227,11.0,0.44999998807907104,1.25,,,,,
1752758497,51.12904739379883,17.044458389282227,11.0,0.4099999964237213,1.25,,,,,
1752758499,51.12904739379883,17.044458389282227,11.0,0.5299999713897705,1.25,,,,,
1752758501,51.12904739379883,17.044458389282227,11.0,0.28999999165534973,1.25,,,,,
1752758503,51.12904739379883,17.044458389282227,11.0,0.4099999964237213,1.25,,,,,
1752758505,51.12904739379883,17.044456481933594,11.0,0.3199999928474426,1.25,,,,,
1752758507,51.12904739379883,17.044456481933594,11.0,0.46000000834465027,1.25,,,,,
1752758509,51.12904739379883,17.044456481933594,11.0,0.25999999046325684,1.25,,,,,
1752758511,51.12904739379883,17.044456481933594,11.0,0.33000001311302185,1.25,,,,,
1752758513,51.12904739379883,17.044456481933594,11.0,0.25999999046325684,1.25,,,,,
1752758515,51.12904739379883,17.044456481933594,11.0,0.25999999046325684,1.25,,,,,
1752758517,51.12904739379883,17.044456481933594,11.0,0.3100000023841858,1.25,,,,,
1752758519,51.12904739379883,17.044456481933594,11.0,0.33000001311302185,1.25,,,,,
1752758521,51.12904739379883,17.044456481933594,11.0,0.27000001072883606,1.25,,,,,
1752758523,51.12904739379883,17.044456481933594,10.0,0.28999999165534973,1.2799999713897705,,,,,
1752758525,51.12904739379883,17.04445457458496,10.0,0.25,1.2799999713897705,,,,,
1752758527,51.12904739379883,17.04445457458496,10.0,0.2199999988079071,1.2799999713897705,,,,,
1752758529,51.12904739379883,17.04445457458496,10.0,0.20000000298023224,1.2799999713897705,,,,,
1752758531,51.12904739379883,17.04445457458496,10.0,0.14000000059604645,1.2799999713897705,,,,,
1752758533,51.12904739379883,17.04445457458496,11.0,0.12999999523162842,1.25,,,,,
1752758535,51.12904739379883,17.04445457458496,11.0,0.14000000059604645,1.25,,,,,
1752758537,51.12904739379883,17.04445457458496,11.0,0.019999999552965164,1.25,,,,,
1752758539,51.12904739379883,17.044456481933594,10.0,0.05000000074505806,1.2799999713897705,,,,,
1752758541,51.12904739379883,17.044456481933594,11.0,0.15000000596046448,1.25,,,,,
1752758543,51.12904739379883,17.04445457458496,11.0,0.3199999928474426,1.25,,,,,
1752758545,51.12904739379883,17.04445457458496,11.0,0.1899999976158142,1.25,,,,,
1752758547,51.12904739379883,17.04445457458496,11.0,0.23000000417232513,1.25,,,,,
1752758549,51.12904739379883,17.04445457458496,11.0,0.49000000953674316,1.25,,,,,
1752758551,51.129051208496094,17.044452667236328,11.0,0.3199999928474426,1.25,,,,,
1752758553,51.129051208496094,17.04445457458496,11.0,0.3100000023841858,1.25,,,,,
1752758555,51.129051208496094,17.044452667236328,11.0,0.25,1.25,,,,,
1752758557,51.129051208496094,17.044452667236328,11.0,0.1599999964237213,1.25,,,,,
1752758559,51.129051208496094,17.044452667236328,11.0,0.41999998688697815,1.25,,,,,
1752758561,51.129051208496094,17.04445457458496,11.0,0.23999999463558197,1.25,,,,,
1752758563,51.129051208496094,17.044452667236328,11.0,0.15000000596046448,1.25,,,,,
1752758565,51.129051208496094,17.044452667236328,11.0,0.17000000178813934,1.25,,,,,
1752758567,51.129051208496094,17.044452667236328,11.0,0.12999999523162842,1.25,,,,,
