timestamp,latitude,longitude,satelites,velocity,hdop,temperature,ph,turbidity,tds,depth,voltage
1756114106,,,,,,,,,,,
1756114108,,,,,,,,,,321.7730712890625,
1756114110,,,,,,,,,,254.61691284179688,
1756114112,,,,,,,,,,223.94131469726562,
1756114114,,,,,,,,,,306.3411865234375,
1756114116,,,,,,,,,,197.12449645996094,
1756114118,,,,,,,,,,237.43443298339844,
1756114120,,,,,,,,,,352.8815612792969,
1756114122,,,,,,,,,,297.1702575683594,
1756114124,,,,,,,,,,273.71478271484375,
1756114126,,,,,,,,,,256.44354248046875,
1756114128,,,,,,,,,,99.14132690429688,
1756114130,,,,,,,,,,64.2081069946289,
1756114132,,,,,,,,,,204.95904541015625,
1756114134,,,,,,,,,,348.43975830078125,
1756114136,,,,,,,,,,186.1145782470703,
1756114138,,,,,,,,,,91.6606216430664,
1756114140,,,,,,,,,,326.65289306640625,
1756114142,,,,,,,,,,127.60588073730469,
1756114144,,,,,,,,,,360.93792724609375,
1756114146,,,,,,,,,,333.9834289550781,
1756114148,,,,,,,,,,38.24008560180664,
1756114150,,,,,,,,,,266.322509765625,
1756114152,,,,,,,,,,348.2070617675781,
1756114154,,,,,,,,,,335.41290283203125,
1756114156,,,,,,,,,,200.13026428222656,
1756114158,,,,,,,,,,102.28995513916016,
1756114160,,,,,,,,,,283.7618408203125,
1756114162,,,,,,,,,,363.97216796875,
1756114164,,,,,,,,,,74.05986022949219,
1756114166,,,,,,,,,,220.35498046875,
1756114168,,,,,,,,,,165.90518188476562,
1756114170,,,,,,,,,,303.671142578125,
1756114172,,,,,,,,,,375.3031005859375,
1756114174,,,,,,,,,,66.33635711669922,
1756114176,,,,,,,,,,375.5694885253906,
1756114178,,,,,,,,,,234.40419006347656,
1756114180,,,,,,,,,,106.02298736572266,
