timestamp,temperature,ph,turbidity,tds
1751893157,,,,
1751893159,,,,13.043478012084961
1751893161,,,,13.043478012084961
1751893163,,,,13.043478012084961
1751893165,,,,13.043478012084961
1751893167,,,,12.17391300201416
1751893169,,,,13.043478012084961
1751893171,,,,13.043478012084961
1751893173,,,,18.2608699798584
1751893175,,,,357.39129638671875
1751893177,,,,350.4347839355469
1751893179,,,,348.6956481933594
1751893181,,,,347.8260803222656
1751893183,,,,346.9565124511719
1751893185,,,,356.521728515625
1751893187,,,,362.60870361328125
1751893189,,,,23.478260040283203
1751893191,,,,19.130434036254883
1751893193,,,,19.130434036254883
1751893195,,,,19.130434036254883
