timestamp,latitude,longitude,satelites,velocity,hdop,temperature,ph,turbidity,tds,depth,voltage,current
1761226696,,,,,,20.937000274658203,,,,,,
1761226698,,,,,,20.937000274658203,,,320.86956787109375,687.254638671875,19.510000228881836,53.68000030517578
1761226700,51.76915740966797,17.176115036010742,10.0,1.87,0.499,20.937000274658203,,,222.6086883544922,687.2914428710938,19.5,53.720001220703125
1761226702,51.99496841430664,17.117156982421875,5.0,0.87,0.768,20.937000274658203,,,292.1739196777344,688.5262451171875,19.510000228881836,53.68000030517578
1761226704,51.976104736328125,17.284564971923828,3.0,1.94,0.008,20.937000274658203,,,325.2173767089844,688.489501953125,19.510000228881836,53.720001220703125
1761226706,51.04187774658203,17.761432647705078,5.0,1.51,0.119,20.937000274658203,,,324.34783935546875,688.08056640625,19.510000228881836,53.68000030517578
1761226708,51.125816345214844,17.608440399169922,7.0,0.54,0.141,20.937000274658203,,,323.478271484375,688.5221557617188,19.510000228881836,53.68000030517578
1761226710,51.430912017822266,17.276931762695312,0.0,1.83,0.637,20.937000274658203,,,324.34783935546875,688.08056640625,19.510000228881836,53.68000030517578
1761226712,51.71125411987305,17.63387680053711,7.0,1.77,0.995,21.0,,,326.0869445800781,687.2914428710938,19.510000228881836,53.68000030517578
1761226714,51.364013671875,17.893390655517578,5.0,1.65,0.622,20.937000274658203,,,326.9565124511719,688.5098876953125,19.510000228881836,53.68000030517578
1761226716,51.7504768371582,17.297040939331055,8.0,0.54,0.024,20.937000274658203,,,326.9565124511719,687.2914428710938,19.510000228881836,53.68000030517578
