timestamp,latitude,longitude,satelites,velocity,hdop,temperature,ph,turbidity,tds,depth,voltage,current
1761226598,,,,,,20.937000274658203,,,,688.5057983398438,,
1761226600,,,,,,20.937000274658203,,,1000.0,688.096923828125,19.510000228881836,53.720001220703125
1761226602,51.713592529296875,17.87783432006836,8.0,0.2,0.356,20.937000274658203,,,1000.0,687.2832641601562,19.5,53.720001220703125
1761226604,51.332664489746094,17.259502410888672,12.0,0.4,0.069,20.937000274658203,,,1000.0,687.287353515625,19.510000228881836,53.68000030517578
1761226606,51.6265869140625,17.43525505065918,6.0,1.54,0.603,20.937000274658203,,,1000.0,688.5221557617188,19.5,53.720001220703125
1761226608,51.341331481933594,17.78885269165039,2.0,1.5,0.926,20.937000274658203,,,1000.0,688.1010131835938,19.510000228881836,53.720001220703125
1761226610,51.266815185546875,17.285888671875,5.0,0.96,0.741,20.937000274658203,,,1000.0,688.5221557617188,19.510000228881836,53.720001220703125
1761226612,51.15238952636719,17.98192024230957,1.0,0.09,0.069,20.937000274658203,,,1000.0,688.096923828125,19.510000228881836,53.68000030517578
1761226614,51.79717254638672,17.538938522338867,9.0,0.54,0.996,20.937000274658203,,,1000.0,688.5098876953125,19.510000228881836,53.68000030517578
1761226616,51.17237091064453,17.588998794555664,0.0,1.69,0.407,20.937000274658203,,,1000.0,688.096923828125,19.510000228881836,53.68000030517578
1761226618,51.95572280883789,17.054100036621094,0.0,1.18,0.468,20.937000274658203,,,1000.0,688.5466918945312,19.510000228881836,53.68000030517578
1761226620,51.979400634765625,17.52264404296875,7.0,1.3,0.759,20.937000274658203,,,1000.0,688.5139770507812,19.510000228881836,53.720001220703125
1761226622,51.72822189331055,17.681556701660156,10.0,1.57,0.975,20.937000274658203,,,1000.0,688.11328125,19.510000228881836,53.720001220703125
1761226624,51.39450454711914,17.1015682220459,0.0,0.46,0.726,20.937000274658203,,,1000.0,688.501708984375,19.510000228881836,53.720001220703125
1761226626,51.13472366333008,17.274002075195312,3.0,1.14,0.604,20.937000274658203,,,1000.0,687.2750854492188,19.510000228881836,53.720001220703125
1761226628,51.806312561035156,17.276012420654297,10.0,1.79,0.933,20.937000274658203,,,1000.0,688.08056640625,19.510000228881836,53.720001220703125
1761226630,51.751182556152344,17.645004272460938,11.0,0.27,0.19,20.937000274658203,,,1000.0,687.2832641601562,19.510000228881836,53.720001220703125
1761226632,51.32911682128906,17.633026123046875,4.0,0.94,0.307,20.937000274658203,,,1000.0,688.1010131835938,19.510000228881836,53.720001220703125
