timestamp,temperature,ph,turbidity,tds,voltage
1751898500,,,,,
1751898502,,7.640966415405273,,,
1751898504,,5.039395809173584,,,
1751898506,,5.430051326751709,,,
1751898508,,8.455307006835938,,,
1751898510,,7.764578819274902,,,
1751898512,,5.490904331207275,,,
1751898514,,5.124660968780518,,,
1751898516,,8.604233741760254,,,
1751898518,,5.6337080001831055,,,
1751898520,,5.956169128417969,,,
1751898522,,8.549454689025879,,,
1751898524,,6.4264020919799805,,,
1751898526,,8.329198837280273,,,
1751898528,,8.212581634521484,,,
1751898530,,8.549834251403809,,,
1751898532,,5.38847017288208,,,
1751898534,,5.2948737144470215,,,
1751898536,,5.569698810577393,,,
