timestamp,temperature,ph,turbidity,tds,voltage
1751900722,,,,,
1751900724,,,2.80446720123291,,
1751900726,,,2.605318307876587,,
1751900728,,,2.9483156204223633,,
1751900730,,,2.8841392993927,,
1751900732,,,3.307873249053955,,
1751900734,,,3.6311721801757812,,
1751900736,,,2.99291729927063,,
1751900738,,,3.3991243839263916,,
1751900740,,,3.825915813446045,,
1751900742,,,2.934751033782959,,
1751900744,,,3.8563787937164307,,
1751900746,,,3.29276442527771,,
1751900748,,,2.5856385231018066,,
1751900750,,,3.806635618209839,,
1751900752,,,3.619894504547119,,
1751900754,,,3.345378875732422,,
1751900756,,,3.888153076171875,,
1751900758,,,3.4967503547668457,,
1751900760,,,2.544295072555542,,
1751900762,,,2.524155616760254,,
1751900764,,,3.776057481765747,,
1751900766,,,3.308560609817505,,
