timestamp,latitude,longitude,satelites,velocity,acceleration,temperature,ph,turbidity,tds,voltage
1752752301,,,,,,,,,,
1752752303,51.87443542480469,17.365367889404297,6.0,0.27068811655044556,0.25419220328330994,,,,,
1752752305,51.25807571411133,17.719865798950195,4.0,0.7884575724601746,0.8009986877441406,,,,,
1752752307,51.40081024169922,17.318464279174805,9.0,1.6915459632873535,0.4737427532672882,,,,,
1752752309,51.918601989746094,17.857959747314453,6.0,0.6147047877311707,0.6395987272262573,,,,,
1752752311,51.99824523925781,17.10162353515625,3.0,1.2668256759643555,0.7700483202934265,,,,,
1752752313,51.39986038208008,17.505788803100586,11.0,1.4666391611099243,0.3563237488269806,,,,,
1752752315,51.70832061767578,17.142269134521484,0.0,0.7833476066589355,0.06672769784927368,,,,,
1752752317,51.7933349609375,17.58832550048828,3.0,1.6360810995101929,0.29914459586143494,,,,,
1752752319,51.543888092041016,17.490955352783203,1.0,0.728136420249939,0.3898116648197174,,,,,
1752752321,51.048583984375,17.117319107055664,3.0,0.31148889660835266,0.5708399415016174,,,,,
1752752323,51.29964065551758,17.079137802124023,3.0,0.7334432005882263,0.2753355801105499,,,,,
1752752325,51.43158721923828,17.996583938598633,2.0,0.5165657997131348,0.2675568759441376,,,,,
1752752327,51.439632415771484,17.092605590820312,4.0,1.4692751169204712,0.8536668419837952,,,,,
1752752329,51.482181549072266,17.208148956298828,6.0,0.7373002767562866,0.3747258484363556,,,,,
1752752331,51.16853713989258,17.08135986328125,10.0,0.8796991109848022,0.6850564479827881,,,,,
1752752333,51.18696594238281,17.908472061157227,4.0,1.5078166723251343,0.7136171460151672,,,,,
1752752335,51.897701263427734,17.269493103027344,5.0,1.3508732318878174,0.2935611307621002,,,,,
1752752337,51.99736404418945,17.56854248046875,10.0,1.327390432357788,0.7872618436813354,,,,,
1752752339,51.03921127319336,17.220853805541992,4.0,1.632501244544983,0.9082248210906982,,,,,
1752752341,51.51963806152344,17.528263092041016,2.0,0.06781286001205444,0.07442884147167206,,,,,
1752752343,51.03572082519531,17.050983428955078,12.0,0.05399303138256073,0.8347873687744141,,,,,
1752752345,51.69076156616211,17.08882713317871,2.0,1.5129252672195435,0.5428771376609802,,,,,
