timestamp,latitude,longitude,satelites,velocity,hdop,temperature,ph,turbidity,tds,depth,voltage
1761150383,,,,,,21.187000274658203,,,,,13.180000305175781
1761150381,,,,,,21.187000274658203,,,,,13.180000305175781
1761150383,,,,,,21.187000274658203,,,,,13.180000305175781
1761150384,,,,,,21.187000274658203,,,,,13.180000305175781
1761150385,,,,,,21.187000274658203,,,,,13.180000305175781
1761150385,,,,,,21.187000274658203,,,,,13.1899995803833
1761150386,,,,,,21.187000274658203,,,,,13.1899995803833
1761150387,,,,,,21.187000274658203,,,,,13.1899995803833
1761150387,,,,,,21.25,,,,23.883140563964844,13.180000305175781
1761150388,,,,,,21.25,,,,23.883140563964844,13.1899995803833
1761150389,,,,,,21.187000274658203,,,,23.883140563964844,13.1899995803833
1761150389,51.11391830444336,17.847332000732422,0.0,0.83,0.739,21.187000274658203,,,,23.89131736755371,13.1899995803833
1761150390,51.11391830444336,17.847332000732422,0.0,0.83,0.739,21.187000274658203,,,,23.89131736755371,13.199999809265137
1761150391,51.11391830444336,17.847332000732422,0.0,0.83,0.739,21.187000274658203,,,,23.89131736755371,13.199999809265137
1761150391,51.72043228149414,17.11319351196289,6.0,0.78,0.693,21.25,,,,24.271583557128906,13.1899995803833
1761150392,51.72043228149414,17.11319351196289,6.0,0.78,0.693,21.25,,,,24.271583557128906,13.1899995803833
1761150393,51.72043228149414,17.11319351196289,6.0,0.78,0.693,21.25,,,,24.271583557128906,13.1899995803833
1761150393,51.97112274169922,17.06627655029297,12.0,0.73,0.782,21.187000274658203,,,,23.89131736755371,13.1899995803833
1761150394,51.97112274169922,17.06627655029297,12.0,0.73,0.782,21.187000274658203,,,,23.89131736755371,13.1899995803833
1761150395,51.97112274169922,17.06627655029297,12.0,0.73,0.782,21.25,,,,23.89131736755371,13.1899995803833
1761150395,51.814395904541016,17.593168258666992,11.0,1.57,0.283,21.25,,,,23.286163330078125,13.1899995803833
1761150396,51.814395904541016,17.593168258666992,11.0,1.57,0.283,21.25,,,,23.286163330078125,13.1899995803833
1761150397,51.814395904541016,17.593168258666992,11.0,1.57,0.283,21.187000274658203,,,,23.286163330078125,13.1899995803833
1761150397,51.24048614501953,17.818124771118164,7.0,1.63,0.973,21.187000274658203,,,,24.406517028808594,13.180000305175781
1761150398,51.24048614501953,17.818124771118164,7.0,1.63,0.973,21.25,,,,24.406517028808594,13.1899995803833
1761150399,51.24048614501953,17.818124771118164,7.0,1.63,0.973,21.25,,,,24.406517028808594,13.1899995803833
1761150399,51.408084869384766,17.331174850463867,4.0,0.45,0.445,21.187000274658203,,,,23.911762237548828,13.1899995803833
1761150400,51.408084869384766,17.331174850463867,4.0,0.45,0.445,21.187000274658203,,,,23.911762237548828,13.1899995803833
1761150401,51.408084869384766,17.331174850463867,4.0,0.45,0.445,21.187000274658203,,,,23.911762237548828,13.1899995803833
