timestamp,temperature,ph,turbidity
1750784134,,,
1750784134,25.10630226135254,7.7169413566589355,
1750784135,27.378698348999023,7.724438190460205,
1750784135,23.09100341796875,6.5710859298706055,
1750784136,28.322933197021484,5.5317912101745605,
1750784136,20.758007049560547,5.340287685394287,
1750784137,20.348251342773438,5.714258193969727,
1750784137,23.497262954711914,7.533710479736328,
1750784138,20.951980590820312,6.734525203704834,
1750784138,26.675979614257812,7.218486785888672,
1750784139,21.319204330444336,8.548606872558594,
1750784139,23.642534255981445,8.18259048461914,
1750784140,22.374649047851562,7.491706848144531,
1750784140,27.666723251342773,8.811843872070312,
1750784141,23.01297950744629,6.313779830932617,
1750784141,26.065656661987305,5.517298221588135,
1750784142,20.411394119262695,6.013184547424316,
1750784142,25.253395080566406,8.491786003112793,
1750784143,27.021621704101562,8.58297061920166,
1750784143,27.58023452758789,7.44354248046875,
1750784144,24.32089614868164,5.711825847625732,
1750784144,28.04050636291504,5.454298496246338,
1750784145,25.440942764282227,5.060201644897461,
1750784145,23.037336349487305,5.042735576629639,
1750784146,28.16847801208496,6.015267848968506,
1750784146,21.628549575805664,7.63786506652832,
1750784147,29.009477615356445,6.527430534362793,
1750784147,28.41059112548828,6.494900703430176,
1750784148,26.01882553100586,8.871639251708984,
1750784148,22.869361877441406,5.191432952880859,
1750784149,22.680757522583008,7.484949111938477,
1750784149,26.461557388305664,7.388415336608887,
1750784150,21.1283016204834,8.471158981323242,
1750784150,25.156099319458008,5.072183132171631,
1750784151,20.326274871826172,7.714395046234131,
1750784151,24.661678314208984,8.599468231201172,
1750784152,29.445371627807617,7.617125988006592,
1750784152,28.80203628540039,8.6956205368042,
1750784153,28.851058959960938,8.746454238891602,
1750784153,26.271907806396484,5.976527690887451,
1750784154,25.7177791595459,6.509631156921387,
1750784154,23.42501449584961,8.681158065795898,
1750784155,21.09774398803711,8.653453826904297,
1750784155,21.699010848999023,5.492826461791992,
1750784156,24.668262481689453,8.011797904968262,
1750784156,20.23846435546875,5.123086452484131,
1750784157,21.314653396606445,6.663212299346924,
1750784157,27.528200149536133,8.55215072631836,
1750784158,22.55318832397461,7.999335765838623,
1750784158,20.257261276245117,7.737036228179932,
1750784159,22.64122200012207,5.670016288757324,
1750784159,28.38007926940918,7.488022327423096,
1750784160,21.2741641998291,8.845243453979492,
1750784160,24.373659133911133,5.991332054138184,
1750784161,29.70893669128418,8.89450454711914,
1750784161,21.484886169433594,7.735239505767822,
1750784162,24.064510345458984,8.129449844360352,
1750784162,27.114707946777344,8.836779594421387,
1750784163,23.18059539794922,6.022439002990723,
1750784163,24.87319564819336,7.633395671844482,
1750784164,29.074575424194336,8.446951866149902,
1750784164,26.63579559326172,6.252197742462158,
1750784165,23.966140747070312,8.459199905395508,
1750784165,23.0372257232666,8.897438049316406,
1750784166,23.42087745666504,7.351043701171875,
1750784166,20.8692684173584,5.378996849060059,
1750784167,28.5394344329834,5.96665096282959,
1750784167,24.203731536865234,6.767473220825195,
1750784168,22.5033016204834,8.366348266601562,
1750784168,24.541893005371094,6.393070220947266,
1750784169,27.935428619384766,5.676774978637695,
1750784169,24.389591217041016,8.999212265014648,
1750784170,24.472370147705078,6.398208141326904,
1750784170,26.257648468017578,5.504178047180176,
1750784171,24.034664154052734,8.4752197265625,
1750784171,20.12611961364746,6.45686674118042,
1750784172,24.062910079956055,5.543335914611816,
1750784172,26.95170021057129,8.593807220458984,
1750784173,22.264568328857422,7.817626476287842,
1750784173,25.382326126098633,8.98267936706543,
1750784174,25.895572662353516,7.743434906005859,
1750784174,24.92729377746582,7.926339626312256,
1750784175,21.489526748657227,5.400232791900635,
1750784175,26.967906951904297,7.800082683563232,
1750784176,22.919157028198242,6.005367755889893,
1750784176,25.276151657104492,8.13338851928711,
1750784177,28.538454055786133,5.207709312438965,
1750784177,21.18116569519043,7.345796585083008,
1750784178,29.906248092651367,8.037385940551758,
1750784178,20.11585235595703,5.534367084503174,
1750784179,22.990177154541016,6.009690284729004,
1750784179,24.0854434967041,6.705741882324219,
1750784180,21.18403434753418,6.343450546264648,
1750784180,29.592304229736328,7.458362579345703,
1750784181,27.08699607849121,7.383545875549316,
1750784181,20.29429054260254,6.045633316040039,
1750784182,28.58015251159668,5.09373140335083,
1750784182,22.670225143432617,8.2055082321167,
1750784183,27.194475173950195,7.969687461853027,
1750784183,20.253698348999023,8.671867370605469,
1750784184,27.772966384887695,6.8931050300598145,
1750784184,20.187034606933594,6.302028179168701,
1750784185,23.179967880249023,7.681305408477783,
1750784185,25.69752311706543,8.214263916015625,
1750784186,26.157794952392578,8.362480163574219,
1750784186,26.70635986328125,6.531081199645996,
1750784187,25.06000518798828,6.3945841789245605,
1750784187,22.451263427734375,7.635289192199707,
1750784188,24.931964874267578,7.086008548736572,
1750784188,29.455461502075195,8.45898723602295,
1750784189,29.1771183013916,7.317009449005127,
1750784189,29.191484451293945,5.684536933898926,
1750784190,28.354997634887695,5.136651992797852,
1750784190,24.54537010192871,7.484616756439209,
1750784191,23.01742935180664,7.352715969085693,
1750784191,24.06262969970703,5.6779961585998535,
1750784192,21.666675567626953,7.791027545928955,
1750784192,28.40615463256836,5.832794189453125,
1750784193,26.956010818481445,6.045536518096924,
1750784193,24.48979949951172,6.562238693237305,
1750784194,22.609621047973633,6.7650322914123535,
1750784194,21.836753845214844,8.92534351348877,
1750784195,24.671579360961914,7.41267728805542,
1750784195,25.506595611572266,5.661115646362305,
1750784196,25.258420944213867,6.1597490310668945,
1750784196,26.723527908325195,5.495458602905273,
1750784197,21.323148727416992,6.985710620880127,
1750784197,21.040651321411133,8.573155403137207,
1750784198,22.721742630004883,7.020233154296875,
1750784198,21.367467880249023,5.942238807678223,
1750784199,22.02135467529297,8.05232048034668,
1750784199,28.54010581970215,7.334437370300293,
1750784200,22.909326553344727,8.745841979980469,
1750784200,21.38794708251953,8.404633522033691,
1750784201,20.403087615966797,8.185023307800293,
1750784201,22.88560676574707,7.879053115844727,
1750784202,28.720638275146484,6.247263431549072,
1750784202,22.941425323486328,6.841091156005859,
1750784203,22.129974365234375,8.578658103942871,
1750784203,22.52375030517578,7.470538139343262,
1750784204,29.32676124572754,8.71978759765625,
1750784204,21.271194458007812,6.333137035369873,
1750784205,28.768836975097656,8.674753189086914,
1750784205,26.937593460083008,5.003291130065918,
1750784206,23.591373443603516,8.503033638000488,
1750784206,25.52876091003418,7.858120441436768,
1750784207,21.202423095703125,7.746340751647949,
1750784207,27.805171966552734,6.555289268493652,
1750784208,24.68610191345215,5.1992621421813965,
1750784208,27.090129852294922,6.2360358238220215,
1750784209,20.55906105041504,6.684913635253906,
1750784209,20.943973541259766,7.515223979949951,
1750784210,20.817943572998047,8.839996337890625,
1750784210,29.825925827026367,6.344629287719727,
1750784211,22.621191024780273,5.423750400543213,
1750784211,22.42245101928711,7.1475830078125,
1750784212,27.694683074951172,8.414727210998535,
1750784212,29.593734741210938,6.8303656578063965,
1750784213,22.58867073059082,8.63680362701416,
1750784213,23.643125534057617,5.2580156326293945,
1750784214,22.876964569091797,7.925450801849365,
1750784214,23.75797462463379,5.103677749633789,
1750784215,23.183971405029297,5.540225505828857,
